SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
MEROPENÉM TRI-HIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;MEROPENEM;1G PÓ SOL INJ IV CX 10 FA VD TRANS X 50ML;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;1398,39;1398,39;1589,08;1684,81;1684,81;1695,02;1695,02;1705,35;1705,35;1747,99;1933,19;2196,81;2329,15;2329,15;2343,27;2343,27;2357,55;2357,55;2416,49;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CEFTAZIDIMA PENTAIDRATADA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CEFTAFOR;1 G PO SOL INJ IM IV  CX 50 FA VD TRANS X 14ML;J1D2 - CEFALOSPORINAS INJETÁVEIS;Similar;Regulado;1711,5;1711,5;1944,89;2062,05;2062,05;2074,55;2074,55;2087,19;2087,19;2139,38;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CEFOTAXIMA SÓDICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CETAZIMA;500 MG PO SOL INJ CX 50 FA VD TRANS;J1D2 - CEFALOSPORINAS INJETÁVEIS;Similar;Regulado;765,56;765,56;869,95;922,36;922,36;927,95;927,95;933,61;933,61;956,95;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CEFOTAXIMA SÓDICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CETAZIMA;1 G PO SOL INJ CX 50 FA VD TRANS;J1D2 - CEFALOSPORINAS INJETÁVEIS;Similar;Regulado;1284,08;1284,08;1459,18;1547,08;1547,08;1556,46;1556,46;1565,95;1565,95;1605,1;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
SULFATO DE GENTAMICINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GENTAMICIN;20 MG/ ML SOL INJ CX 50 AMP VD TRANS X 1 ML;J1K - AMINOGLICOSÍDEOS;Similar;Regulado;49;49;55,68;59,04;59,04;59,39;59,39;59,76;59,76;61,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE GENTAMICINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GENTAMICIN;40 MG/ML SOL INJ CX 50 AMP VD TRANS X 1 ML;J1K - AMINOGLICOSÍDEOS;Similar;Regulado;53,8;53,8;61,14;64,82;64,82;65,21;65,21;65,61;65,61;67,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE GENTAMICINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GENTAMICIN;40 MG/ML SOL INJ CX 50 AMP VD TRANS X 2 ML;J1K - AMINOGLICOSÍDEOS;Similar;Regulado;62,92;62,92;71,5;75,81;75,81;76,27;76,27;76,73;76,73;78,65;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE MIDAZOLAM;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE MIDAZOLAM;1 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 5 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;210,54;210,54;239,25;253,66;253,66;255,2;255,2;256,76;256,76;263,18;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Preta(*)
CLORIDRATO DE MIDAZOLAM;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE MIDAZOLAM;5 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 3 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;451,96;451,96;513,59;544,53;544,53;547,83;547,83;551,17;551,17;564,95;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Preta(*)
CLORIDRATO DE MIDAZOLAM;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE MIDAZOLAM;5 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 10 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;1064,18;1064,18;1209,3;1282,14;1282,14;1289,91;1289,91;1297,78;1297,78;1330,23;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Preta(*)
BENZILPENICILINA POTÁSSICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CRISTACILINA;1.000.000 UI PÓ SOL INJ CX 50 FA VD TRANS;J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS;Similar;Regulado;231,2;231,2;262,73;278,55;278,55;280,24;280,24;281,95;281,95;289;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
BENZILPENICILINA POTÁSSICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CRISTACILINA;5.000.000 UI PÓ SOL INJ CX 50 FA VD TRANS;J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS;Similar;Regulado;556,33;556,33;632,19;670,28;670,28;674,34;674,34;678,45;678,45;695,41;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMPICILINA SÓDICA + SULBACTAM SÓDICO;(1,0 + 0,5) G PO P/ SOL INJ CX 20 FA VD TRANS X 3,2 ML ;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;451,76;451,76;513,36;544,29;544,29;547,59;547,59;550,93;550,93;564,7;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMPICILINA SÓDICA + SULBACTAM SÓDICO;(2,0 + 1,0) G PO P/ SOL INJ CX 20 FA VD TRANS X 6,4 ML;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;820,2;820,2;932,05;988,19;988,19;994,18;994,18;1000,24;1000,24;1025,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
BROMETO DE ROCURÔNIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;BROMETO DE ROCURÔNIO;10 MG/ML SOL INJ IV CX 10 FA VD TRANS X 5 ML;M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA;Genérico;Regulado;318,83;318,83;362,31;384,13;384,13;386,46;386,46;388,82;388,82;398,54;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SULFATO DE AMICACINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;SULFATO DE AMICACINA;50 MG/ML SOL INJ CX 50 AMP VD TRANS X 2 ML;J1K - AMINOGLICOSÍDEOS;Genérico;Regulado;323,88;323,88;368,05;390,22;390,22;392,58;392,58;394,98;394,98;404,85;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SULFATO DE AMICACINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;SULFATO DE AMICACINA;250 MG/ML SOL INJ CX 50 AMP VD TRANS X 2 ML;J1K - AMINOGLICOSÍDEOS;Genérico;Regulado;750,26;750,26;852,57;903,93;903,93;909,41;909,41;914,95;914,95;937,83;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"IMIPENÉM;CILASTATINA SÓDICA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;IMIPENEM + CILASTATINA SÓDICA;500 MG + 500 MG PO SOL INJ IV CX 10 FA VD TRANS;J1P2 - CARBAPENEMES E PENEMES;Genérico;Regulado;816,06;816,06;927,34;983,2;983,2;989,16;989,16;995,19;995,19;1020,08;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE LIDOCAINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE LIDOCAINA;20 MG/ML SOL INJ CX 25 FA VD TRANS X 20 ML;N1B1 - ANESTÉSICOS LOCAIS MEDICINAIS INJETÁVEIS;Genérico;Regulado;147,13;147,13;167,19;177,27;177,27;178,34;178,34;179,43;179,43;183,91;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO SÓDICO DE METILPREDNISOLONA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;SUCCINATO SÓDICO DE METILPREDINISOLONA;125 MG PO  LIOF SOL INJ CX 25 FA VD TRANS + DIL 25 AMP VD TRANS X 2 ML;H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS;Genérico;Regulado;270;270;306,82;325,3;325,3;327,27;327,27;329,27;329,27;337,5;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SUCCINATO SÓDICO DE METILPREDNISOLONA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;SUCCINATO SÓDICO DE METILPREDINISOLONA;500 MG PO  LIOF SOL INJ CX 25 FA VD TRANS + DIL 25 AMP VD TRANS X 8 ML;H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS;Genérico;Regulado;766,48;766,48;871;923,47;923,47;929,07;929,07;934,73;934,73;958,1;;;;;;;;;;Sim;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DISSÓDICO DE BETAMETASONA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FOSFATO DISSÓDICO DE BETAMENTASONA;4 MG/ML SOL INJ IM IV CX 50 AMP VD AMB X 1 ML;H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS;Genérico;Regulado;184,92;184,92;210,14;222,8;222,8;224,15;224,15;225,51;225,51;231,15;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
TIOCOLCHICOSÍDEO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;TIOCOLCHICOSÍDEO;2 MG/ML SOL INJ IM CX 25 AMP VD AMB X 2 ML;M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL;Genérico;Regulado;46,52;52,1;60,21;64,38;56,05;64,83;56,39;65,29;56,73;67,18;69,89;80,43;85,81;77,49;86,39;77,96;86,99;78,43;89,42;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
HALOPERIDOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;HALOPERIDOL;5 MG/ML SOL INJ IM CX 5 AMP VD AMB X 1 ML;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Genérico;Regulado;14,63;14,63;16,63;17,63;17,63;17,73;17,73;17,84;17,84;18,29;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
HALOPERIDOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;HALOPERIDOL;5 MG/ML SOL INJ IM CX 25 AMP VD AMB X 1 ML;N5A9 - ANTIPSICÓTICOS CONVENCIONAIS;Genérico;Regulado;73,16;73,16;83,14;88,14;88,14;88,68;88,68;89,22;89,22;91,45;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
BESILATO DE ATRACÚRIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;BESILATO DE ATRACÚRIO;10 MG/ML SOL INJ/DIL INFUS IV CX 25 AMP VD AMB X 2,5 ML;M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA;Genérico;Regulado;307,14;307,14;349,02;370,05;370,05;372,29;372,29;374,56;374,56;383,93;424,6;482,5;511,57;511,57;514,67;514,67;517,81;517,81;530,76;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
BESILATO DE ATRACÚRIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;BESILATO DE ATRACÚRIO;10 MG/ML SOL INJ/DIL INFUS IV CX 25 AMP VD AMB X 5 ML;M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA;Genérico;Regulado;614,28;614,28;698,05;740,1;740,1;744,58;744,58;749,12;749,12;767,85;849,21;965,01;1023,14;1023,14;1029,34;1029,34;1035,61;1035,61;1061,51;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FLUMAZENIL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FLUMAZENIL;0,1 MG/ML SOL INJ/DIL INFUS IV CX 5 AMP VD TRANS X 5 ML;N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL;Genérico;Regulado;580,6;580,6;659,77;699,52;699,52;703,76;703,76;708,05;708,05;725,75;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
HEMITARTARATO DE NOREPINEFRINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;EPIKABI;2 MG/ML SOL DIL INFUS IV CX 50 AMP VD AMB X 4 ML;C1C1 - ESTIMULANTES CARDÍACOS EXCLUINDO AGENTES DOPAMINÉRGICOS.;Similar;Regulado;470,58;470,58;534,75;566,96;566,96;570,4;570,4;573,88;573,88;588,23;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"ALFAOXOFENILPROPIONATO DE CÁLCIO;RACEALFAOXOGAMAMETILPENTANOATO DE CÁLCIO;TRIPTOFANO;RACEALFA-HIDROXIGAMAMETILTIOBUTANOATO DE CÁLCIO;RACEALFAOXOBETAMETILPENTANOATO DE CÁLCIO;HISTIDINA;ACETATO DE LISINA;TREONINA;TIROSINA;RACEALFAOXOBETAMETILBUTANOATO DE CÁLCIO";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KETOSTERIL;COM REV CT BL AL PLAS PVC/PVDC TRANS X 100 ;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;321,54;360,12;416,15;445,01;387,39;448,12;389,74;451,27;392,12;464,34;483,09;555,89;593,16;535,54;597,17;538,79;601,23;542,08;618,05;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"ALFAOXOFENILPROPIONATO DE CÁLCIO;RACEALFAOXOGAMAMETILPENTANOATO DE CÁLCIO;TRIPTOFANO;RACEALFA-HIDROXIGAMAMETILTIOBUTANOATO DE CÁLCIO;RACEALFAOXOBETAMETILPENTANOATO DE CÁLCIO;HISTIDINA;ACETATO DE LISINA;TREONINA;TIROSINA;RACEALFAOXOBETAMETILBUTANOATO DE CÁLCIO";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KETOSTERIL;COM REV CT BL AL PLAS PVC/PVDC TRANS X 20;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;77,11;86,36;99,8;106,72;92,9;107,46;93,46;108,22;94,03;111,35;115,85;133,31;142,25;128,43;143,2;129,2;144,18;129,99;148,21;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
ALANILGLUTAMINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;DIPEPTIVEN;200 MG/ML SOL INJ IV CX FR VD TRANS X 50 ML;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;274,16;274,16;311,55;330,31;330,31;332,32;332,32;334,34;334,34;342,7;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ALANILGLUTAMINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;DIPEPTIVEN;200 MG/ML SOL INJ IV CX FR VD TRANS X 100 ML;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;484,05;484,05;550,06;583,19;583,19;586,73;586,73;590,3;590,3;605,06;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
ALANILGLUTAMINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;DIPEPTIVEN;200 MG/ML SOL INJ IV CX 10 FR VD TRANS X 50 ML;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;2581,07;2581,07;2933,04;3109,72;3109,72;3128,57;3128,57;3147,65;3147,65;3226,34;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ALANILGLUTAMINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;DIPEPTIVEN;200 MG/ML SOL INJ IV CX 10 FR VD TRANS X 100 ML;K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS;Específico;Regulado;4840,83;4840,83;5500,94;5832,32;5832,32;5867,67;5867,67;5903,45;5903,45;6051,04;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ÓLEO DE SOJA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;LIPOVENOS  MCT;50 MG/ML + 50 MG/ML + 6 MG/ML EMU INFUS IV CX FR VD TRANS X 500 ML;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;224,03;224,03;254,58;269,92;269,92;271,55;271,55;273,21;273,21;280,04;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ÓLEO DE SOJA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;LIPOVENOS  MCT;100 MG/ML + 100 MG/ML + 12 MG/ML EMU INFUS IV CX FR VD TRANS X 500 ML;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;357,35;357,35;406,08;430,54;430,54;433,15;433,15;435,79;435,79;446,69;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"LECITINA DE OVO;ÓLEO DE SOJA;TRIGLICERÍDEOS DE CADEIA MÉDIA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;LIPOVENOS  MCT;100 MG/ML + 100 MG/ML + 12 MG/ML EMUL INFUS IV CX 10 FR VD TRANS X 500 ML;K1D1 - EMULSÔES DE GORDURAS, PURAS;Específico;Regulado;3461,7;3461,7;3933,75;4170,72;4170,72;4196;4196;4221,58;4221,58;4327,13;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja -(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOFOL;20 MG/ML EMU INJ CX CT 10 FA VD TRANS X 50 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Similar;Regulado;2077,9;2077,9;2361,25;2503,49;2503,49;2518,67;2518,67;2534,02;2534,02;2597,38;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Venda Livre/Sem Tarja (*)
"FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;100 MG/ML SOL INFUS CT FR VD TRANS X 500 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;115,56;115,56;131,32;139,23;139,23;140,07;140,07;140,93;140,93;144,45;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;100 MG/ML SOL INFUS CT FR VD TRANS X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;239,36;239,36;272;288,39;288,39;290,13;290,13;291,9;291,9;299,2;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;150 MG/ML SOL INFUS CT FR VD TRANS X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;359,1;359,1;408,07;432,65;432,65;435,27;435,27;437,93;437,93;448,88;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"L-PROLINA;L-FENILALANINA;L-ALANINA;L-TRIPTOFANO;L-METIONINA;LEVOVALINA;TAURINA;L-SERINA;L-TREONINA;TIROSINA;GLICINA;ARGININA;ACETATO DE LISINA;L-ISOLEUCINA;L-LEUCINA;L-HISTIDINA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;100 MG/ML SOL INFUS CX 10 FR VD TRANS X 500 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;1155,76;1155,76;1313,36;1392,48;1392,48;1400,92;1400,92;1409,46;1409,46;1444,7;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"L-PROLINA;L-FENILALANINA;L-ALANINA;L-TRIPTOFANO;L-METIONINA;LEVOVALINA;TAURINA;L-SERINA;L-TREONINA;TIROSINA;GLICINA;ARGININA;ACETATO DE LISINA;L-ISOLEUCINA;L-LEUCINA;L-HISTIDINA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;100 MG/ML SOL INFUS CX 6 FR VD TRANS  X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;1436,27;1436,27;1632,13;1730,45;1730,45;1740,93;1740,93;1751,55;1751,55;1795,34;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"FENILALANINA;L-METIONINA;PROLINA;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN;150 MG/ML SOL INFUS CX 6 FR VD TRANS X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;2110,6;2110,6;2398,41;2542,89;2542,89;2558,3;2558,3;2573,9;2573,9;2638,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOLCAN;2 MG/ML SOL INJ CX FR PLAS PEMD TRANS SIST FECH X 100 ML;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;Regulado;197,58;197,58;224,52;238,05;238,05;239,49;239,49;240,95;240,95;246,98;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FRESOLCAN;2 MG/ML SOL INJ CX BOLS PLAS PVC TRANS SIST FECH X 100 ML ;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;Regulado;197,58;197,58;224,52;238,05;238,05;239,49;239,49;240,95;240,95;246,98;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
GLICEROFOSFATO DE SÓDIO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;GLYCOPHOS;216 MG/ML SOL INFUS CT 10 FA PLAS PP TRANS X 20 ML ;K4A1 - SOLUÇÕES ELECTROLÍTICAS (<=20ML);Específico;Regulado;836,95;836,95;951,08;1008,37;1008,37;1014,48;1014,48;1020,67;1020,67;1046,19;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
